company_slug,company_name,source,sheet,excel_row,category,item_name,metric_name,metric_value,metric_unit,metric_value_source,numeric_signal_count,keyword_signal_count,content_present,content_char_count,quantifiable_plan,major_source_plan,middle_source_plan
hanmi,한미반도체,tech_template_company_sheet,한미,12,경쟁 우위 요소/대체가능성,제조 노하우,"등록 특허 수, 인증 수, 주요 고객 승인 수, 고객 전환 기간, 레퍼런스 건수",36,chars,엑셀 내용 글자 수,0,0,1,36,"등록 특허 수, 인증 수, 주요 고객 승인 수, 고객 전환 기간, 레퍼런스 건수",사업보고서 / 특허 / 기사,"사업보고서: 시장 경쟁상황 / 진입장벽 / 기술 경쟁력 / 주요 원재료·공정 우위 / 위험요인 / 신규 경쟁사 언급
특허: 등록특허 수 / 핵심 특허 존속기간 / 청구항 범위 / 회피설계 난이도 / 해외 등록 여부
기사: 경쟁사 비교 기사 / 국산화·대체재 기사 / 고객사 공급 확정 기사 / 업계 평가 / 가격·수율 경쟁 기사"
hanmi,한미반도체,tech_template_company_sheet,한미,13,경쟁 우위 요소/대체가능성,고객사 레퍼런스,"등록 특허 수, 인증 수, 주요 고객 승인 수, 고객 전환 기간, 레퍼런스 건수",20.0,개사,"글로벌 주요 고객사 20개사 이상과 세계일류상품 선정, TechInsights Top 10 Customer Service 13",3,1,1,74,"등록 특허 수, 인증 수, 주요 고객 승인 수, 고객 전환 기간, 레퍼런스 건수",사업보고서 / 특허 / 기사,"사업보고서: 시장 경쟁상황 / 진입장벽 / 기술 경쟁력 / 주요 원재료·공정 우위 / 위험요인 / 신규 경쟁사 언급
특허: 등록특허 수 / 핵심 특허 존속기간 / 청구항 범위 / 회피설계 난이도 / 해외 등록 여부
기사: 경쟁사 비교 기사 / 국산화·대체재 기사 / 고객사 공급 확정 기사 / 업계 평가 / 가격·수율 경쟁 기사"
hanmi,한미반도체,tech_template_company_sheet,한미,14,현재 활용 산업 + 확장 산업,현재 고객 산업,"현재 매출 산업 수, 산업별 비중 %, 적용 제품 수, 확장 후보 산업 수",65,chars,엑셀 내용 글자 수,0,4,1,65,"현재 매출 산업 수, 산업별 비중 %, 적용 제품 수, 확장 후보 산업 수",사업 보고서,사업보고서: 사업의 내용 → 주요 수요처 / 전방산업 / 응용처 / 고객 산업 / 신규 적용처 / 중장기 성장전략 / 시장전망 / 신규사업 계획
hanmi,한미반도체,tech_template_company_sheet,한미,15,현재 활용 산업 + 확장 산업,기술 범용성,"현재 매출 산업 수, 산업별 비중 %, 적용 제품 수, 확장 후보 산업 수",50,chars,엑셀 내용 글자 수,0,6,1,50,"현재 매출 산업 수, 산업별 비중 %, 적용 제품 수, 확장 후보 산업 수",사업 보고서,사업보고서: 사업의 내용 → 주요 수요처 / 전방산업 / 응용처 / 고객 산업 / 신규 적용처 / 중장기 성장전략 / 시장전망 / 신규사업 계획
hanmi,한미반도체,tech_template_company_sheet,한미,16,현재 활용 산업 + 확장 산업,타산업 적용 가능성,"현재 매출 산업 수, 산업별 비중 %, 적용 제품 수, 확장 후보 산업 수",57,chars,엑셀 내용 글자 수,0,0,1,57,"현재 매출 산업 수, 산업별 비중 %, 적용 제품 수, 확장 후보 산업 수",사업 보고서,사업보고서: 사업의 내용 → 주요 수요처 / 전방산업 / 응용처 / 고객 산업 / 신규 적용처 / 중장기 성장전략 / 시장전망 / 신규사업 계획
hanmi,한미반도체,tech_template_company_sheet,한미,17,신규 산업 진입 시 추가 인증/개발 부담,인증 종류,"필요 인증 수, 예상 개발 기간(개월), 검증 단계 수, 고객 테스트 횟수",450.0,number,"ISO 45001, RoHS",2,0,1,15,"필요 인증 수, 예상 개발 기간(개월), 검증 단계 수, 고객 테스트 횟수",사업보고서 / 규제자료 / 기사,"사업보고서: 신규시장 진입 계획 / 개발 일정 / 품질 요구 / 고객 승인 절차 / 시험평가 / 리스크 요인
규제자료: 산업별 필수 인증 / 시험규격 / 법적 허가 / 환경규제 / 안전기준 / 공급 승인 조건
기사: 인증 획득 기사 / 양산 승인 기사 / 테스트베드 기사 / 개발 지연·검증 이슈 기사"
hanmi,한미반도체,tech_template_company_sheet,한미,18,신규 산업 진입 시 추가 인증/개발 부담,개발 기간,"필요 인증 수, 예상 개발 기간(개월), 검증 단계 수, 고객 테스트 횟수",7.0,number,"개별 장비/과제별 개발기간은 알 수 x
차세대 HBM 대응 7공장 증설과 하이브리드 본더 준비가 병행",1,2,1,56,"필요 인증 수, 예상 개발 기간(개월), 검증 단계 수, 고객 테스트 횟수",사업보고서 / 규제자료 / 기사,"사업보고서: 신규시장 진입 계획 / 개발 일정 / 품질 요구 / 고객 승인 절차 / 시험평가 / 리스크 요인
규제자료: 산업별 필수 인증 / 시험규격 / 법적 허가 / 환경규제 / 안전기준 / 공급 승인 조건
기사: 인증 획득 기사 / 양산 승인 기사 / 테스트베드 기사 / 개발 지연·검증 이슈 기사"
hanmi,한미반도체,tech_template_company_sheet,한미,19,신규 산업 진입 시 추가 인증/개발 부담,추가 검증 필요 여부,"필요 인증 수, 예상 개발 기간(개월), 검증 단계 수, 고객 테스트 횟수",57,chars,엑셀 내용 글자 수,0,3,1,57,"필요 인증 수, 예상 개발 기간(개월), 검증 단계 수, 고객 테스트 횟수",사업보고서 / 규제자료 / 기사,"사업보고서: 신규시장 진입 계획 / 개발 일정 / 품질 요구 / 고객 승인 절차 / 시험평가 / 리스크 요인
규제자료: 산업별 필수 인증 / 시험규격 / 법적 허가 / 환경규제 / 안전기준 / 공급 승인 조건
기사: 인증 획득 기사 / 양산 승인 기사 / 테스트베드 기사 / 개발 지연·검증 이슈 기사"
hanmi,한미반도체,tech_template_company_sheet,한미,20,회사의 기술 투자 수준 - R&D 강도,연구개발비,"연구개발비(억원), 매출 대비 R&D 비율 %, 연구인력 수, CAPEX(억원), 3년 추세",239.38,억원,2025년 연구개발비용계는 239.38억원이며 2023년 대비 증가,5,0,1,37,"연구개발비(억원), 매출 대비 R&D 비율 %, 연구인력 수, CAPEX(억원), 3년 추세",사업보고서 / DART / IR,"사업보고서: 연구개발활동 / 연구개발비 / 연구인력 / 시설투자 / CAPEX / 신규 설비 투자 / 무형자산화 여부
DART: 연결 재무제표 주석의 연구개발비 / 유형자산 취득 / 설비투자 / 사업부문 투자 / 분기보고서 추이
IR: CAPEX 계획 / 증설 계획 / 기술개발 로드맵 / 차세대 제품 투자 / 연구조직 소개"
hanmi,한미반도체,tech_template_company_sheet,한미,21,회사의 기술 투자 수준 - R&D 강도,연구인력,"연구개발비(억원), 매출 대비 R&D 비율 %, 연구인력 수, CAPEX(억원), 3년 추세",30.0,%,"전체 직원 737명 중 약 30%가 R&D 인력으로, 추정 연구인력은 약 221명",3,0,1,45,"연구개발비(억원), 매출 대비 R&D 비율 %, 연구인력 수, CAPEX(억원), 3년 추세",사업보고서 / DART / IR,"사업보고서: 연구개발활동 / 연구개발비 / 연구인력 / 시설투자 / CAPEX / 신규 설비 투자 / 무형자산화 여부
DART: 연결 재무제표 주석의 연구개발비 / 유형자산 취득 / 설비투자 / 사업부문 투자 / 분기보고서 추이
IR: CAPEX 계획 / 증설 계획 / 기술개발 로드맵 / 차세대 제품 투자 / 연구조직 소개"
hanmi,한미반도체,tech_template_company_sheet,한미,22,회사의 기술 투자 수준 - R&D 강도,CAPEX,"연구개발비(억원), 매출 대비 R&D 비율 %, 연구인력 수, CAPEX(억원), 3년 추세",578.24,억원,7공장 투자 578.24억원과 2025년 유형자산 취득액 766.70억원이 확인되어 증설 투자가 지속,5,0,1,56,"연구개발비(억원), 매출 대비 R&D 비율 %, 연구인력 수, CAPEX(억원), 3년 추세",사업보고서 / DART / IR,"사업보고서: 연구개발활동 / 연구개발비 / 연구인력 / 시설투자 / CAPEX / 신규 설비 투자 / 무형자산화 여부
DART: 연결 재무제표 주석의 연구개발비 / 유형자산 취득 / 설비투자 / 사업부문 투자 / 분기보고서 추이
IR: CAPEX 계획 / 증설 계획 / 기술개발 로드맵 / 차세대 제품 투자 / 연구조직 소개"
hanmi,한미반도체,tech_template_company_sheet,한미,23,기술 경쟁력 종합 판단,기술 경쟁력 종합 판단,"1~7번 항목별 점수화(예: 5점 만점), 총점, 강점/약점 수",5.0,number,"기술 독창성 5, 양산성 5, 고객 채택도 5, 수익성 기여 5, 확장성 4, 진입장벽 4, 투자 지속성 5",7,2,1,60,"1~7번 항목별 점수화(예: 5점 만점), 총점, 강점/약점 수",내부 종합,내부 종합 로직: ① 기술 독창성 ② 양산성 ③ 고객 채택도 ④ 수익성 기여 ⑤ 확장성 ⑥ 진입장벽 ⑦ 투자 지속성 점수화 후 총점 산출
