company_slug,company_name,source,sheet,excel_row,category,item_name,metric_name,metric_value,metric_unit,metric_value_source,numeric_signal_count,keyword_signal_count,content_present,content_char_count,quantifiable_plan,major_source_plan,middle_source_plan
duksan,덕산테코피아,tech_template_company_sheet,덕산,12,경쟁 우위 요소/대체가능성,제조 노하우,"등록 특허 수, 인증 수, 주요 고객 승인 수, 고객 전환 기간, 레퍼런스 건수",104,chars,엑셀 내용 글자 수,0,7,1,104,"등록 특허 수, 인증 수, 주요 고객 승인 수, 고객 전환 기간, 레퍼런스 건수",사업보고서 / 특허 / 기사,"사업보고서: 시장 경쟁상황 / 진입장벽 / 기술 경쟁력 / 주요 원재료·공정 우위 / 위험요인 / 신규 경쟁사 언급
특허: 등록특허 수 / 핵심 특허 존속기간 / 청구항 범위 / 회피설계 난이도 / 해외 등록 여부
기사: 경쟁사 비교 기사 / 국산화·대체재 기사 / 고객사 공급 확정 기사 / 업계 평가 / 가격·수율 경쟁 기사"
duksan,덕산테코피아,tech_template_company_sheet,덕산,13,경쟁 우위 요소/대체가능성,고객사 레퍼런스,"등록 특허 수, 인증 수, 주요 고객 승인 수, 고객 전환 기간, 레퍼런스 건수",83,chars,엑셀 내용 글자 수,0,5,1,83,"등록 특허 수, 인증 수, 주요 고객 승인 수, 고객 전환 기간, 레퍼런스 건수",사업보고서 / 특허 / 기사,"사업보고서: 시장 경쟁상황 / 진입장벽 / 기술 경쟁력 / 주요 원재료·공정 우위 / 위험요인 / 신규 경쟁사 언급
특허: 등록특허 수 / 핵심 특허 존속기간 / 청구항 범위 / 회피설계 난이도 / 해외 등록 여부
기사: 경쟁사 비교 기사 / 국산화·대체재 기사 / 고객사 공급 확정 기사 / 업계 평가 / 가격·수율 경쟁 기사"
duksan,덕산테코피아,tech_template_company_sheet,덕산,14,현재 활용 산업 + 확장 산업,현재 고객 산업,"현재 매출 산업 수, 산업별 비중 %, 적용 제품 수, 확장 후보 산업 수",49.92,%,"약품 중간체, 이차전지가 주축
2025/12 기준 제품 매출 구성은 반도체 소재 49.92%, OLED 소재 35.31%, 의약품 중간체 6.24%, 이차전지 소재 3.62%, 기타 4.91",10,11,1,171,"현재 매출 산업 수, 산업별 비중 %, 적용 제품 수, 확장 후보 산업 수",사업 보고서,사업보고서: 사업의 내용 → 주요 수요처 / 전방산업 / 응용처 / 고객 산업 / 신규 적용처 / 중장기 성장전략 / 시장전망 / 신규사업 계획
duksan,덕산테코피아,tech_template_company_sheet,덕산,15,현재 활용 산업 + 확장 산업,기술 범용성,"현재 매출 산업 수, 산업별 비중 %, 적용 제품 수, 확장 후보 산업 수",5.0,개,"반도체, OLED, 배터리, 의약품 중간체, 기능성 화학 소재의 5개 축으로 분화되어 있고, 연구개발 조직도도 Fine Chemical부문 / 반도체부문 / 첨가제사업",1,6,1,123,"현재 매출 산업 수, 산업별 비중 %, 적용 제품 수, 확장 후보 산업 수",사업 보고서,사업보고서: 사업의 내용 → 주요 수요처 / 전방산업 / 응용처 / 고객 산업 / 신규 적용처 / 중장기 성장전략 / 시장전망 / 신규사업 계획
duksan,덕산테코피아,tech_template_company_sheet,덕산,16,현재 활용 산업 + 확장 산업,타산업 적용 가능성,"현재 매출 산업 수, 산업별 비중 %, 적용 제품 수, 확장 후보 산업 수",75,chars,엑셀 내용 글자 수,0,5,1,75,"현재 매출 산업 수, 산업별 비중 %, 적용 제품 수, 확장 후보 산업 수",사업 보고서,사업보고서: 사업의 내용 → 주요 수요처 / 전방산업 / 응용처 / 고객 산업 / 신규 적용처 / 중장기 성장전략 / 시장전망 / 신규사업 계획
duksan,덕산테코피아,tech_template_company_sheet,덕산,17,신규 산업 진입 시 추가 인증/개발 부담,인증 종류,"필요 인증 수, 예상 개발 기간(개월), 검증 단계 수, 고객 테스트 횟수",100,chars,엑셀 내용 글자 수,0,5,1,100,"필요 인증 수, 예상 개발 기간(개월), 검증 단계 수, 고객 테스트 횟수",사업보고서 / 규제자료 / 기사,"사업보고서: 신규시장 진입 계획 / 개발 일정 / 품질 요구 / 고객 승인 절차 / 시험평가 / 리스크 요인
규제자료: 산업별 필수 인증 / 시험규격 / 법적 허가 / 환경규제 / 안전기준 / 공급 승인 조건
기사: 인증 획득 기사 / 양산 승인 기사 / 테스트베드 기사 / 개발 지연·검증 이슈 기사"
duksan,덕산테코피아,tech_template_company_sheet,덕산,18,신규 산업 진입 시 추가 인증/개발 부담,개발 기간,"필요 인증 수, 예상 개발 기간(개월), 검증 단계 수, 고객 테스트 횟수",117,chars,엑셀 내용 글자 수,0,6,1,117,"필요 인증 수, 예상 개발 기간(개월), 검증 단계 수, 고객 테스트 횟수",사업보고서 / 규제자료 / 기사,"사업보고서: 신규시장 진입 계획 / 개발 일정 / 품질 요구 / 고객 승인 절차 / 시험평가 / 리스크 요인
규제자료: 산업별 필수 인증 / 시험규격 / 법적 허가 / 환경규제 / 안전기준 / 공급 승인 조건
기사: 인증 획득 기사 / 양산 승인 기사 / 테스트베드 기사 / 개발 지연·검증 이슈 기사"
duksan,덕산테코피아,tech_template_company_sheet,덕산,19,신규 산업 진입 시 추가 인증/개발 부담,추가 검증 필요 여부,"필요 인증 수, 예상 개발 기간(개월), 검증 단계 수, 고객 테스트 횟수",56,chars,엑셀 내용 글자 수,0,6,1,56,"필요 인증 수, 예상 개발 기간(개월), 검증 단계 수, 고객 테스트 횟수",사업보고서 / 규제자료 / 기사,"사업보고서: 신규시장 진입 계획 / 개발 일정 / 품질 요구 / 고객 승인 절차 / 시험평가 / 리스크 요인
규제자료: 산업별 필수 인증 / 시험규격 / 법적 허가 / 환경규제 / 안전기준 / 공급 승인 조건
기사: 인증 획득 기사 / 양산 승인 기사 / 테스트베드 기사 / 개발 지연·검증 이슈 기사"
duksan,덕산테코피아,tech_template_company_sheet,덕산,20,회사의 기술 투자 수준 - R&D 강도,연구개발비,"연구개발비(억원), 매출 대비 R&D 비율 %, 연구인력 수, CAPEX(억원), 3년 추세",9.65,%,"원, 2023년 10,757,564천원
연구개발비/매출액 비율은 2025년 반기 9.65%, 2024년 8.68%, 2023년 11.43%",18,0,1,135,"연구개발비(억원), 매출 대비 R&D 비율 %, 연구인력 수, CAPEX(억원), 3년 추세",사업보고서 / DART / IR,"사업보고서: 연구개발활동 / 연구개발비 / 연구인력 / 시설투자 / CAPEX / 신규 설비 투자 / 무형자산화 여부
DART: 연결 재무제표 주석의 연구개발비 / 유형자산 취득 / 설비투자 / 사업부문 투자 / 분기보고서 추이
IR: CAPEX 계획 / 증설 계획 / 기술개발 로드맵 / 차세대 제품 투자 / 연구조직 소개"
duksan,덕산테코피아,tech_template_company_sheet,덕산,21,회사의 기술 투자 수준 - R&D 강도,연구인력,"연구개발비(억원), 매출 대비 R&D 비율 %, 연구인력 수, CAPEX(억원), 3년 추세",66,chars,엑셀 내용 글자 수,0,2,1,66,"연구개발비(억원), 매출 대비 R&D 비율 %, 연구인력 수, CAPEX(억원), 3년 추세",사업보고서 / DART / IR,"사업보고서: 연구개발활동 / 연구개발비 / 연구인력 / 시설투자 / CAPEX / 신규 설비 투자 / 무형자산화 여부
DART: 연결 재무제표 주석의 연구개발비 / 유형자산 취득 / 설비투자 / 사업부문 투자 / 분기보고서 추이
IR: CAPEX 계획 / 증설 계획 / 기술개발 로드맵 / 차세대 제품 투자 / 연구조직 소개"
duksan,덕산테코피아,tech_agent_packet_category_metrics,tech_agent_packet.categories,22,회사의 기술 투자 수준 - R&D 강도,CAPEX,R&D 관련 정량 수치,1,건,"R&D 관련 정량 수치; 1건; 연구개발·투자 문맥 숫자 포함 문장 수; 3 (3) 당기와 전기 중 비용으로 인식한 경상연구개발비의 내역은 다음과 같습니다. 덕산퓨처셀, 반고체 2차전지 관련 원천특허 유럽서 취득 이; R&D 강도는 연구개발·설비투자·개발과제의 지속성을 기준으로 봅니다. 실제 근거에서 R&D/투자 신호 0개가 확인되며, 기술 유지·개선 가능성의 보조 지표로 사용합니다.",5,1,1,216,"연구개발비(억원), 매출 대비 R&D 비율 %, 연구인력 수, CAPEX(억원), 3년 추세",사업보고서 / DART / IR,"사업보고서: 연구개발활동 / 연구개발비 / 연구인력 / 시설투자 / CAPEX / 신규 설비 투자 / 무형자산화 여부
DART: 연결 재무제표 주석의 연구개발비 / 유형자산 취득 / 설비투자 / 사업부문 투자 / 분기보고서 추이
IR: CAPEX 계획 / 증설 계획 / 기술개발 로드맵 / 차세대 제품 투자 / 연구조직 소개"
duksan,덕산테코피아,tech_agent_packet_category_metrics,tech_agent_packet.categories,23,기술 경쟁력 종합 판단,기술 경쟁력 종합 판단,"1~7번 항목별 점수화(예: 5점 만점), 총점, 강점/약점 수",35,점,"1~7번 항목별 점수화(예: 5점 만점), 총점, 강점/약점 수; 35점; Tech Agent 7-axis score and Tech-to-Value Bridge summary; total=35/35; axes=기술성=5/5, 수익성 기여=5/5, 고객 채택도=5/5, 진입장벽=5/5, 확장성=5/5, 양산성=5/5, 투자 지속성=5/5; strengths=기술성, 수익성 기여, 고객 채택도, 진입장벽, 확장성, 양산성, 투자 지속성; judgment=기술-사업화 연결 우수형; bridge=77.0/100(COMMERCIALIZATION_WATCH)",20,18,1,310,"1~7번 항목별 점수화(예: 5점 만점), 총점, 강점/약점 수",내부 종합,내부 종합 로직: ① 기술 독창성 ② 양산성 ③ 고객 채택도 ④ 수익성 기여 ⑤ 확장성 ⑥ 진입장벽 ⑦ 투자 지속성 점수화 후 총점 산출
